# file created 2015.02.20 16:33:11
# columns [a, b, c, d]
# {'foo': [1, 2], 'bar': [3, 4], 'asdf': [5, 6]}
  1.0000	1424471591.5890	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
  2.0000	1424471591.5910	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
  3.0000	1424471591.5940	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
  4.0000	1424471591.5960	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
  5.0000	1424471591.5980	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
  6.0000	1424471591.6010	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
  7.0000	1424471591.6020	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
  8.0000	1424471591.6050	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
  9.0000	1424471591.6090	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 10.0000	1424471591.6110	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 11.0000	1424471591.6120	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 12.0000	1424471591.6140	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 13.0000	1424471591.6160	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 14.0000	1424471591.6180	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 15.0000	1424471591.6200	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 16.0000	1424471591.6220	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 17.0000	1424471591.6230	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 18.0000	1424471591.6250	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 19.0000	1424471591.6270	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 20.0000	1424471591.6290	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 21.0000	1424471591.6300	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 22.0000	1424471591.6320	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 23.0000	1424471591.6340	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 24.0000	1424471591.6360	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 25.0000	1424471591.6370	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 26.0000	1424471591.6390	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 27.0000	1424471591.6410	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 28.0000	1424471591.6430	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 29.0000	1424471591.6450	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
 30.0000	1424471591.6480	  1.0000	1300.0000	  1.0000	1300.0000	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	     nan	
